Published Date,Title,IP ID,Link
1997-11-12,Community Policies in support of Employment,ip_97_981,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_981
1997-11-12,"A Europe-wide market for defence products is vital if the industry is to survive, says the Commission.",ip_97_983,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_983
1997-11-20,EU/TUNISIA: ECU 50 million for rural development and natural resource management,ip_97_1014,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1014
1997-11-19,Commission approves aid to Volkswagen's Kassel/Baunatal plant after VW repays aid received illegally in Saxony,ip_97_1007,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1007
1997-11-19,Single Market: first Scoreboard highlights strengths and weaknesses,ip_97_1017,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1017
1997-12-16,The Commission presents report on environmental indicators and green national accounting,ip_97_1124,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1124
1997-12-11,European Commission report: Enlargement will further increase the Black Sea region's significance to the EU,ip_97_1103,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1103
1997-12-19,Vocational Training:  Leonardo da Vinci welcomes the first Czech and Cypriot projects,ip_97_1175,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1175
1997-12-17,Reducing fishing effort: the Multi-Annual Guidance Programmes for the period 1 January 1997 to 31 December 2001,ip_97_1135,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1135
1997-12-16,"The European Commission adopts a communication on ""The future for the market in fisheries products in the European Union : responsibility, partnership and competitiveness""",ip_97_1132,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1132
1998-01-14,Commission approves new proposal for Fifth Framework Programme for research and development,ip_98_34,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_34
1998-01-13,JAPAN-EU SUMMIT: JOINT PRESS STATEMENT,ip_98_24,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_24
1998-01-26,Commission supports initiative for sustainable disposal of offshore oil platforms,ip_98_80,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_80
1998-01-16,European Commission support for Barents Euro-Arctic Council,ip_98_42,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_42
1998-02-13,Launch of a Joint Call for applications in the framework of Phare Partnership Programme and Phare and Tacis LIEN Programme,ip_98_151,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_151
1998-03-25,Commission recommends 11 Member States for EMU,ip_98_273,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_273
1998-03-24,Promoting research in aerospace at European level,ip_98_272,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_272
1998-03-16,Declaration by President SANTER and Mr de SILGUY,ip_98_255,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_255
1998-03-31,Commission outlines measures to reduce carbon dioxide emissions from transport,ip_98_307,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_307
1998-03-18,Agenda 2000 : the legislative proposals,ip_98_258,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_258
1998-03-04,Commercial communications: Commission agrees measures to ensure Single Market and protect public interests,ip_98_211,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_211
1998-04-28,Commissioner Bjerregaard signs the Kyoto Protocol in New York on behalf of the European Union,ip_98_374,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_374
1998-04-06,Berlin discussions centre on European spatial planning,ip_98_333,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_333
1998-04-03,Transport across the Alps set to increase dramatically,ip_98_323,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_323
1998-04-06,Commission proposes exceptional financial assistance to Azerbaijan,ip_98_327,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_327
1998-05-27,Partnership for Integration: Commission presents strategy on integration of environment into other policy areas,ip_98_471,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_471
1998-05-18,Single Market: new Scoreboard reflects significant progress,ip_98_441,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_441
1998-05-13,The Commission presents its proposals for the specific programmes implementing the 5th  Framework Programme for research,ip_98_432,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_432
1998-05-08,Taxation: Mario Monti takes stock of progress on coordination,ip_98_415,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_415
1998-06-11,"Europartenariat the Netherlands 1998Apeldoorn, 11-12 June 1998",ip_98_525,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_525
1998-06-02,"Hans van den Broek's visit to Armenia, Georgia and Azerbaijan",ip_98_489,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_489
1998-06-24,Transport network for the applicant countries of the European Union begins to take shape,ip_98_565,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_565
1998-06-23,Ritt Bjerregaard at ministerial Conference on Environment for Europe,ip_98_553,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_553
1998-06-15,Commission starts process in order to create 17 new research advisory groups,ip_98_532,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_532
1998-06-03,TransEuropean Transport Network projects now on track: three due for completion by 2000,ip_98_492,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_492
1998-06-03,"Commission welcomes the European Environment Agency report ""Europe's environment: The second assessment""",ip_98_488,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_488
1998-07-15,European Commission clears most of suspended budget lines and seeks long-term solution on legal bases,ip_98_657,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_657
1998-07-30,The Commission finances the creation of 33 energy agencies in 1998,ip_98_736,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_736
1998-07-27,116 LIFE-Environment projects selected for 1998,ip_98_704,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_704
1998-07-27,LIFE Third countries: Commission finances 16  projects for 1998,ip_98_705,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_705
1998-07-23,Commission's Joint Research Centre to support more deliberately European policies,ip_98_695,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_695
1998-07-14,Commission looks at progress in resolving the environmental problems of lorry traffic,ip_98_659,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_659
1998-09-30,Commission calls for EU-wide action Now to promote entrepreneurship and improve the competitive position of European businesses,ip_98_848,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_848
1998-09-03,The situation in Russia,ip_98_787,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_787
1998-09-25,"Message from Commissioner Christos Papoutsis on the occasion of ""World Tourism Day"" 1998",ip_98_831,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_831
1998-10-28,"TransEuropean Transport Network making progress, but extra efforts needed",ip_98_942,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_942
1998-10-22,Report of the High Level Group on Tourism and Employment,ip_98_921,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_921
1998-10-14,Employment Rates Report 1998  Employment Performance in the European Union,ip_98_888,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_888
1998-10-28,Commission proposes Action for European Cities,ip_98_938,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_938
1998-11-18,The Commission presents for the first time a strategy on sustainable development of European forests,ip_98_1001,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1001
1998-11-04,Commission adopts reports on progress by candidate countries,ip_98_964,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_964
1998-11-19,What future for Europe's towns and cities?,ip_98_1009,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1009
1998-11-18,Electronic commerce: Commission proposes legal framework,ip_98_999,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_999
1998-11-18,Successful outcome of the conciliation on the Fifth Framework Programme for Research,ip_98_1007,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1007
1998-11-17,Commission and NGOs hold dialogue on the Millennium Round,ip_98_995,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_995
1998-11-10,The European Union is providing ECU 28 million for drug control in Peru,ip_98_975,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_975
1998-11-04,The Commission's work programme for 1999,ip_98_957,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_957
1998-12-09,Commission adopts new policy on Korea,ip_98_1090,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1090
1998-12-23,The Commission defines its priorities for the transport sector over the next few years,ip_98_1173,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1173
1998-12-22,"Democracy and investment new focus of EU assistance to Russia, Ukraine and other New Independent States",ip_98_1159,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1159
1998-12-02,Government investment in the framework of economic strategy,ip_98_1053,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1053
1999-01-29,European Forum on spatial development to be held in Brussels on 2 and 3 February 1999,ip_99_57,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_57
1999-01-20,The 1999 Annual Economic Report,ip_99_30,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_30
1999-02-17,Commission encourages the participation of women in research programmes,ip_99_120,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_120
1999-03-30,1999 Broad Economic Policy Guidelines,ip_99_204,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_204
1999-03-15,Brittan: green issues must be at the heart of the WTO,ip_99_169,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_169
1999-04-30,"Industry Council endorses Action Plan on ""Promoting Entrepreneurship and Competitiveness""",ip_99_282,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_282
1999-04-21,European Commission adopts employment paper for Cologne Summit,ip_99_237,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_237
1999-04-28,Commission proposes a 250 million euro plan for the reconstruction of Central America after Hurricane Mitch,ip_99_270,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_270
1999-05-26,Environmental integration: Commission rings alarm bell in time for Cologne Summit,ip_99_348,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_348
1999-06-17,First EU-Latin America/Caribbean Summit,ip_99_401,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_401
1999-06-08,Joint Assessment of Bulgaria's Economic Policy Priorities,ip_99_378,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_378
1999-06-17,The Commission may make recommendations to individual Member States on employment performance,ip_99_400,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_400
1999-07-27,Programme for economic regeneration and social development in Bosnia Herzegovina - 14.6 million Euro,ip_99_569,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_569
1999-07-14,Commission adopts a Communication on Modernising Social Protection,ip_99_496,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_496
1999-07-08,Commission sets out Millennium Round priorities,ip_99_475,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_475
1999-07-16,Commission adopts Communication to integrate Fisheries Management and Nature Conservation in the marine environment,ip_99_518,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_518
1999-08-31,LIFE-Environment 1999: 152 new projects approved,ip_99_646,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_646
1999-08-31,Commission co-finances 21 projects under the LIFE-Third Countries programme,ip_99_647,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_647
1999-09-08,Commission approves two tax aid schemes in Portugal,ip_99_663,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_663
1999-10-20,Commission speeds up removal of barriers hindering development of EU risk capital,ip_99_771,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_771
1999-10-13,"Commission approves LEADER+, the Community Initiative for Rural Development",ip_99_742,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_742
1999-10-06,Internal Market: Commission outlines new strategy,ip_99_728,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_728
1999-10-28,European Commission expresses strong confidence that negotiations with Romania will start in 2000,ip_99_810,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_810
1999-10-21,Commission adopts Integrating Environment and Sustainable Development into Economic and Development Cooperation Policy,ip_99_776,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_776
1999-10-13,EURO 700 million for Europe's towns and cities in 2000-06,ip_99_745,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_745
1999-10-13,Interregional and transnational cooperation  The European Commission adopts guidelines for the INTERREG Community Initiative: EURO 4 875 million for 20002006,ip_99_750,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_750
1999-10-05,"""European forest-based and related industries is a key player in sustainable development""",ip_99_727,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_727
1999-11-22,Internet chat about the EU agenda - launching the World Trade Organisation Millennium Round of trade negotiations,ip_99_865,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_865
1999-11-17,EU-Canada cooperation in higher education and training  Support for six new projects,ip_99_851,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_851
1999-11-09,European Commission  Government of the Czech Republic  -  Joint Assessment of Economic Policy Priorities of the Czech Republic,ip_99_824,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_824
1999-11-24,"Commission calls for better integration of environment in EU policies, and an improved system of Environment and Integration Indicators",ip_99_877,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_877
1999-11-24,Commission launches debate on future environmental priorities,ip_99_878,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_878
1999-11-24,Internal Market: Commission presents strategy for the next five years,ip_99_880,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_880
1999-11-23,Commission signs EUR 100 million macroeconomic assistance loan for Bulgaria,ip_99_861,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_861
1999-11-22,Sustainability impact assessment to underpin EU approach on sustainable development in run-up to Seattle,ip_99_866,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_866
1999-12-21,US-EU Statement on the WTO,ip_99_1009,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_1009
1999-12-17,Successful Summit serves to further cement EU-Canada relations,ip_99_998,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_998
1999-12-15,Fisheries : Commission proposals on TACs and Quotas for 2000,ip_99_986,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_986
1999-12-01,EU puts sustainability at heart of its approach to Seattle,ip_99_919,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_919
1999-12-01,The Commission defines the framework for its environmental policy in the air transport sector,ip_99_925,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_925
1999-12-22,FRY and Bosnia-Herzegovina: support for independent media,ip_99_1025,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_1025
2000-01-21,New TACIS Regulation enters into force,ip_00_66,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_66
2000-01-11,EU-Japan Ministerial Meeting,ip_00_15,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_15
2000-02-29,Commission signs joint assessment of medium-term economic policy priorities for the Slovak Republic,ip_00_198,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_198
2000-02-10,Commission signs joint assessment of economic priorities for Poland,ip_00_140,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_140
2000-02-09,Commission unveils its five-year Strategic Objectives,ip_00_133,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_133
2000-02-28,"""An agenda of economic and social renewal for Europe""  the Commission's contribution to the Lisbon Special European Council",ip_00_191,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_191
2000-02-11,"Newly published ""Parks for Biodiversity"", a Guide to Protect natural Safe Havens",ip_00_147,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_147
2000-02-02,Commission proposes closer EU relations with Indonesia,ip_00_98,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_98
2000-02-15,Commission assesses the updated Stability Programme of Germany,ip_00_153,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_153
2000-03-28,Commission and Estonia sign joint assessment of medium-term economic policy priorities,ip_00_300,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_300
2000-03-14,The Commission presents its report on the new Article 299(2) of the Treaty dealing with the outermost regions of the Community,ip_00_255,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_255
2000-03-22,Commission welcomes independent report calling for a European way for the Information Society,ip_00_284,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_284
2000-03-14,Commission adopts in-depth assessment of the implementation of the 1999 Broad Economic Policy Guidelines,ip_00_249,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_249
2000-03-29,Decision by the OPEC countries to increase production quotas: Commission continuing to monitor oil prices.,ip_00_306,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_306
2000-04-27,Commission sets out EU Enterprise Policy for the New Economy,ip_00_414,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_414
2000-04-26,Commission sets out political guidelines for the future of EC development policy,ip_00_410,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_410
2000-04-11,The 2000 Broad Economic Policy Guidelines,ip_00_349,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_349
2000-04-06,Commission and Hungary sign joint assessment of medium-term economic policy priorities,ip_00_338,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_338
2000-04-28,The European Commission adopts its action plan to improve energy efficiency in the EU,ip_00_418,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_418
2000-04-14,Structural Funds: the Commission adopts a decision of principle on the Community Support Framework for the Italian Objective 1 regions for the period 2000-2006,ip_00_377,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_377
2000-04-10,EU Environment Commissioner Margot Wallström welcomes G8 commitments on Climate Change and Sustainable Development,ip_00_347,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_347
2000-04-06,Patten signs Euro 129 million MEDA financing agreements,ip_00_337,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_337
2000-05-31,"Financial Services: Commission reports progress on Action Plan, outlines new priorities",ip_00_556,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_556
2000-05-29,Commission and Lithuania sign joint assessment of medium-term economic policy priorities,ip_00_540,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_540
2000-05-04,"The first ""Brussels Economic Forum"" opens today at the initiative of Commissioner Solbes",ip_00_437,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_437
2000-05-03,Commission proposes Greece to become the twelfth member of the euro-zone,ip_00_422,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_422
2000-05-22,Solbes presents first EMU public finance report,ip_00_504,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_504
2000-05-31,Statement on a New Round - joint statement by the EU and US,ip_00_569,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_569
2000-05-29,EU research fosters development of fuel-less car,ip_00_545,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_545
2000-05-24,Structural Funds: Commission accepts the Community Support Framework for Objective 1 assisted areas in Germany (over EUR 20 billion).,ip_00_521,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_521
2000-05-11,"INTERREG III - The Commission adopts guidelines and indicative allocations per Member State for the new Community Initiative for cross-border, transnational, and interregional co-operation",ip_00_462,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_462
2000-05-11,URBAN II - The Commission adopts guidelines and indicative allocations per Member State for the new Community Initiative for urban regeneration,ip_00_463,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_463
2000-05-03,Commission sets out plans for sustainable development of EU non-energy mining industryextractive industry and sustainable development,ip_00_431,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_431
2000-06-28,Commissioner Nielson attends follow-up to UN Social Summit,ip_00_679,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_679
2000-06-26,Structural Funds : Commission approves four single programming documents for objective 1 in UK during the period 2000-2006,ip_00_660,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_660
2000-06-21,"The European Community and its Member States sign a new Partnership Agreement with the African, Caribbean and Pacific states in Cotonou, Benin",ip_00_640,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_640
2000-06-28,FISCHLER launches discussion on the future of the Common Fisheries Policy,ip_00_664,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_664
2000-07-26,Structural Funds: the Commission approves the Objective 1 single programming document (SPD) for the Island of Réunion (France) for the period 2000-2006,ip_00_859,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_859
2000-07-25,Commission adopts cooperation incentive package to boost employment strategy,ip_00_827,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_827
2000-07-18,Structural Funds: Commission adopts 499 million employment and training programme for Scotland,ip_00_797,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_797
2000-07-14,Structural Funds: Commission adopts new Guidelines for innovative schemes in the regions in 2000-06,ip_00_785,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_785
2000-07-14,WTO praises EU's leading role in working towards the launch of a new multilateral trade Round,ip_00_787,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_787
2000-07-11,Structural Funds: Commission approves twelve operational programmes in Portugal,ip_00_742,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_742
