Published Date,title,ip_id,Link
1992-04-01,FISHING IN INTERNATIONAL WATERS : A COMMUNITY APPROACH,ip_92_237,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_237
1992-07-28,FOURTH LOME CONVENTION - EUROPEAN DEVELOPMENT FUND,ip_92_633,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_633
1992-10-12,LOME IV CONVENTION : EUROPEAN DEVELOPMENT FUND,ip_92_810,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_810
1992-10-12,"ADDRESS BY MR VAN MIERT TO THE EUROPEAN TRADE UNION CONFEDERATION- BRUSSELS, 12 OCTOBER 1992:HOW CAN TRADE UNION ORGANIZATIONS PARTICIPATE INTHE FRAMING OF ENVIRONMENT POLICY?",ip_92_812,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_812
1992-10-06,PHARE : EC AND BULGARIA AGREE ON AGRICULTURAL STRATEGY,ip_92_793,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_793
1992-11-26,EXTRACTS FROM A SPEECH BY MR RAY MAC SHARRY -CHAMBERS OF COMMERCE ANNUAL DINNER -DUBLIN,ip_92_971,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_971
1992-12-10,EC GRANT TO ALBANIA: SIGNATURE OF THE MEMORANDUM OF UNDERSTANDING- RELEASE OF THE FIRST TRANCHE OF ECU 35 MILLION,ip_92_1032,https://ec.europa.eu/commission/presscorner/detail/en/ip_92_1032
1993-01-08,SIGNATURE OF EC LOAN AGREEMENT WITH LATVIA,ip_93_14,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_14
1993-03-22,SIGNATURE OF EC LOAN AGREEMENT WITH LITHUANIA,ip_93_205,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_205
1993-03-11,EC/INDIA COOPERATION AGREEMENT,ip_93_179,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_179
1993-06-14,"SPEECH BY COMMISSIONER PALEOKRASSAS ON THE FIRST ANNIVERSARYOF THE RIO CONFERENCE (LISBON, 14 JUNE 1993)",ip_93_463,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_463
1993-06-08,SUMMARY OF THE SPEECH BY MR KAREL VAN MIERT BEFORE THE INSTITUTD'ETUDES EUROPEENNES OF THE UNIVERSITE LIBRE DE BRUXELLES ON 7 JUNE 1993- 'ENVIRONMENTAL PROTECTION AND COMPETITION POLICY:TWO COMPLEMENTARY ACTIVITIES',ip_93_447,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_447
1993-07-30,EUROPEAN DEVELOPMENT FUND,ip_93_686,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_686
1993-07-23,EC/EGYPT : THE COMMISSION CONTRIBUTES 43 MILLION ECUTO THE PUBLIC ENTERPRISE REFORM AND PRIVATISATION PROGRAMMME IN EGYPT,ip_93_622,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_622
1993-07-14,FRAMEWORK TRADE AND COOPERATION AGREEMENT BETWEEN THE COMMUNITY ANDTHE SOCIALIST REPUBLIC OF VIETNAM,ip_93_586,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_586
1993-07-14,"EXTRACTS FROM COMMISSIONER BRUCE MILLAN'S SPEECH AT THEEUROPEAN PARLIAMENT ON THE SECOND READING OF THESTRUCTURAL FUND REGULATIONS - JULY 13, 1993",ip_93_589,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_589
1993-09-29,COMMISSION OUTLINES NEW STRATEGY FOR RELATIONS WITH SOUTH AFRICA.,ip_93_811,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_811
1993-09-14,ECU 80 MILLION STRUCTURAL ADJUSTMENT ASSISTANCE FOR MOROCCO,ip_93_754,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_754
1993-10-19,'THE  PRIORITIES OF THE COMMUNITY'S ENVIRONMENT POLICY': SPEECH GIVEN  BYMR  PALEOKRASSAS AT THE CENTER FOR EUROPEAN POLICY STUDIES -  19  0CTOBER1993,ip_93_892,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_892
1993-12-21,SIGNATURE OF THE EUROPEAN UNION/REPUBLIC OF INDIA- COOPERATION AGREEMENT,ip_93_1184,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_1184
1993-12-15,LOME CONVENTION:ECU 148 MILLION TO FINANCE PROJECTS UNDER THE EUROPEAN DEVELOPMENT FUND,ip_93_1140,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_1140
1993-12-13,REGIONAL POLICY: ECU 13 MILLION FOR ANDALUSIA,ip_93_1121,https://ec.europa.eu/commission/presscorner/detail/en/ip_93_1121
1994-03-23,UKRAINE AND EUROPEAN COMMISSION INITIAL NEW PARTNERSHIP AGREEMENT,ip_94_244,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_244
1994-04-21,FONDS EUROPEEN DE DEVELOPPEMENT: 92 MILLIONS D'ECUS DE FINANCEMENTS,ip_94_314,https://ec.europa.eu/commission/presscorner/detail/fr/ip_94_314
1994-04-08,PRESIDENT OF PARAGUAY VISITS COMMISSION,ip_94_282,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_282
1994-05-25,"G-24 HIGH LEVEL MEETING ON BULGARIA - (BRUSSELS, 20 MAY 1994)",ip_94_424,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_424
1994-06-21,STRUCTURAL FUNDS:  THE COMMISSION APPROVES THE COMMUNITY SUPPORT FRAMEWORK FOR GERMANY 1994-99,ip_94_564,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_564
1994-06-17,SECOND EUROPEAN CONFERENCE ON ENVIRONMENT AND HEALTH - HELSINKI 20-22 JUNE1994.,ip_94_549,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_549
1994-06-15,STRUCTURAL FUNDS:  THE COMMISSION APPROVES THE COMMUNITY SUPPORT FRAMEWORK FOR IRELAND 1994-99,ip_94_532,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_532
1994-07-27,COMMISSION LAUNCHES DETAILED PRE-ACCESSION STRATEGY FOR CENTRAL AND EASTERN EUROPE,ip_94_755,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_755
1994-07-13,STRUCTURAL FUNDS: THE COMMISSION APPROVES THE OBJECTIVE 1 PROGRAMME DOCUMENT FOR HIGHLANDS AND ISLANDS (UK) 1994-99,ip_94_637,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_637
1994-07-04,COOPERATION WITH CHINA AND A NEW DEVELOPMENT MODEL- SPEECH GIVEN BY COMMISSIONER PALEOKRASSAS IN PEKING ON 4 JULY 1994,ip_94_601,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_601
1994-09-30,COUNCIL AGREEMENT ON  EIGHT SPECIFIC PROGRAMMES UNDER THE UNION'S  FOURTHRTD FRAMEWORK PROGRAMME.,ip_94_906,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_906
1994-09-29,"""THE CONSUMER IN A GLOBAL MARKET"": MRS SCRIVENER AT THE  WORLD CONSUMERCONGRESS IN MONTPELLIER",ip_94_901,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_901
1994-09-28,MRS SCRIVENER AT THE WORLD CONSUMERS CONGRESS,ip_94_897,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_897
1994-11-30,EU-HAITI COOPERATION PROGRAMME SIGNED,ip_94_1110,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_1110
1994-11-22,"A EUROPEAN MODEL OF SUSTAINABLE  DEVELOPMENT:   ALBERT BORSCHETTECONFERENCE CENTRE, BRUSSELS, 24-25 NOVEMBER 1994",ip_94_1083,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_1083
1994-11-08,THE SOCIAL POLICY OF THE EUROPEAN UNION :  THE NEXT PHASE,ip_94_1015,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_1015
1994-11-03,ECONOMIC GROWTH AND THE ENVIRONMENT,ip_94_1004,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_1004
1994-12-08,"IRELAND - OPERATIONAL PROGRAMME FOR AGRICULTURE, RURAL DEVELOPMENT ANDFORESTRY 1994-1999",ip_94_1168,https://ec.europa.eu/commission/presscorner/detail/en/ip_94_1168
1995-02-28,WORLD SUMMIT FOR SOCIAL DEVELOPMENT,ip_95_189,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_189
1995-02-08,RURAL DEVELOPMENT - OBJECTIVE 5(B)COMMISSION ADOPTS FIFTH SERIES OF PROGRAMMES TO IMPLEMENT OBJECTIVE 5(B)BETWEEN 1994 AND 1999,ip_95_100,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_100
1995-03-29,COMMISSION LAUNCHES A NEW FRAMEWORKFOR EU/SOUTH AFRICA RELATIONS,ip_95_309,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_309
1995-03-23,ENVIRONMENT CONSULTATIVE FORUM WRITES TO MR. SANTER AND MRS. BJERREGAARDON PRINCIPLES FOR SUSTAINABLE DEVELOPMENT,ip_95_249,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_249
1995-03-23,PROF. PINHEIRO STRESSES ROLE OF PRIVATE SECTOR IN THE DEVELOPMENT OF ACPCOUNTRIES,ip_95_292,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_292
1995-03-14,INDUSTRIAL COOPERATION WITH THE COUNTRIES OF CENTRAL/EASTERN EUROPE -COMMUNICATION OF THE COMMISSION TO THE COUNCIL AND THE EUROPEAN PARLIAMENT,ip_95_236,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_236
1995-03-09,"EXTRACTS OF A SPEECH BY MR FRANZ FISCHLER AT THE THIRD EUROPEANAGRICULTURAL FORUMORGANISED UNDER THE AUSPICES OF THE COUNCIL OF EUROPE : ""THE EUROPEANUNION AND ITS APPROACH TO RURAL DEVELOPMENT""  -  VERONA, ITALY, 9 MARCH 1995",ip_95_225,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_225
1995-05-24,BUILDING A LONG-TERM RELATIONSHIP BETWEEN EUROPE AND CHINA - EXTRACT OF ASPEECH BY SIR LEON BRITTAN,ip_95_522,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_522
1995-05-23,THE COMMISSION PROPOSES A PLURIANNUAL PROGRAM FOR INTERNATIONAL ENERGETICCOOPERATION - PROGRAM SYNERGY,ip_95_513,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_513
1995-05-12,COMMISSION LAUNCHES STUDIES INTO EFFECTS OF THE SINGLE MARKET,ip_95_471,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_471
1995-06-06,"CAP REFORM AND ENVIRONMENTAL PROTECTION - SPEECH BY DR FRANZ FISCHLER, COMMISSIONER FOR AGRICULTURE AND RURAL DEVELOPMENT, AT THE COMMODITY CLUB -WASHINGTON D.C., 6 JUNE 1995",ip_95_559,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_559
1995-06-01,"THE FOURTH UN WORLD CONFERENCE ON WOMEN,BEIJING, 4-15 SEPTEMBER 1995",ip_95_537,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_537
1995-07-17,AGREEMENT BETWEEN THE EUROPEAN UNION AND VIETNAM,ip_95_763,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_763
1995-07-13,"INFORMATION SOCIETY FORUM: INAUGURAL MEETING SETS UP WORKING GROUPS, STARTSDISCUSSING SOCIAL, SOCIETAL AND CULTURAL ISSUES",ip_95_757,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_757
1995-07-05,COMMISSION LAUNCHES NEW POLICY ON CHINA,ip_95_731,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_731
1995-08-08,COMMISSION ADOPTS RESIDER II PROGRAMMES  FOR SAXONY-ANHALT AND SAXONY,ip_95_913,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_913
1995-09-21,TACIS : CONSOLIDATING REFORM IN THE NIS.,ip_95_1019,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1019
1995-09-06,SOCIETY MUST RESPECT HUMAN RIGHTS AND FUNDAMENTAL FREEDOMS OF WOMEN,ip_95_941,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_941
1995-10-23,EU-LATIN AMERICA - GUIDELINES FOR COOPERATION,ip_95_1160,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1160
1995-10-23,EUROPEAN UNION-MEXICO RELATIONS,ip_95_1161,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1161
1995-10-13,THE EUROPEAN COMMISSION APPROVES INTERREG II-PROGRAMME FOR BELGIUM AND THENETHERLANDS,ip_95_1113,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1113
1995-10-11,EUROPEAN STRATEGY FOR EMPLOYMENT : PROGRESS AND PERSPECTIVES,ip_95_1090,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1090
1995-11-29,STUDY ON ALTERNATIVE STRATEGIES FOR THE DEVELOPMENT OF RELATIONS IN THEFIELD OF AGRICULTURE BETWEEN THE EU AND THE ASSOCIATED COUNTRIES WITH A VIEWTO FUTURE ACCESSION OF THESE COUNTRIES,ip_95_1314,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1314
1995-12-12,COMMISSION ADOPTS SME PROGRAMME FOR SAXONY-ANHALT,ip_95_1381,https://ec.europa.eu/commission/presscorner/detail/en/ip_95_1381
1996-01-24,INFORMATION  SOCIETY : FIRST REFLECTIONS OF THE HIGH LEVEL GROUP OF EXPERTS,ip_96_78,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_78
1996-02-28,COMMISSION LAUNCHES GUIDELINES TO PROMOTE WORLD RULES ON TRADE ANDENVIRONMENT,ip_96_177,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_177
1996-02-28,COMMISSION PRESENTS OPINION ON THE IGC: `POLITICAL WILL IS THE OVERRIDINGREQUIREMENT',ip_96_179,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_179
1996-03-21,STRUCTURAL FUNDS: DOING MORE FOR EMPLOYMENT AND DOING IT BETTER,ip_96_245,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_245
1996-03-13,NEW PROPOSALS TO ENHANCE THE COMPETITIVENESS OF EUROPE'S SHIPPING ANDMARITIME INDUSTRIES.,ip_96_222,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_222
1996-04-30,"""PHILOXENIA"" - THE FIRST MULTIANNUAL PROGRAMME FOR EUROPEAN TOURISM",ip_96_366,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_366
1996-06-19,COMMISSION SIGNS MACRO-FINANCIAL ASSISTANCE LOAN FOR UKRAINE,ip_96_529,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_529
1996-06-07,FEMALE ENTREPENEURSHIP AT THE CENTRE OF THE EUROPARTENARIAT IN LULEA (13 AND14 JUNE),ip_96_480,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_480
1996-07-10,"EUROPEAN RESEARCH FOR PEOPLE, JOBS AND COMPETITIVENESS",ip_96_633,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_633
1996-07-03,EU-ASEAN :  CREATING A NEW DYNAMIC,ip_96_580,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_580
1996-08-05,"EU/ECU 63 MILLION FOR CROSS-BORDER COOPERATION BETWEEN FINLAND AND ITSNEIGHBOURS SWEDEN, NORWAY, RUSSIA AND ESTONIA",ip_96_772,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_772
1996-09-20,"MEDA - ECU 498 MILLION TO FINANCE PROJECTS IN LEBANON, TUNISIA, EGYPT, SYRIAAND JORDAN",ip_96_847,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_847
1996-10-30,"THE SINGLE MARKET IS PROVING EFFECTIVE, BUT ADDITIONAL EFFORTS ARE NEEDED -COMMISSION AGREES ACTION PLAN",ip_96_967,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_967
1996-11-21,EUROPEAN UNION ACTION PLAN FOR UKRAINE,ip_96_1065,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_1065
1996-11-20,COHESION POLICY AND CULTURE: HOW TO USE CULTURE FOR JOB CREATION,ip_96_1040,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_1040
1996-11-20,THE COMMISSION CLARIFIES ITS INTENTIONS CONCERNING THE FIFTH RESEARCHFRAMEWORK PROGRAMME,ip_96_1052,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_1052
1996-11-19,WORLD BANK/COMMISSION PARTNERSHIP DELIVERING RESULTS,ip_96_1033,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_1033
1996-11-07,ECU 29 MILLION FOR URBAN RENEWAL IN THE UK,ip_96_1001,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_1001
1996-11-06,COMMISSION AUTUMN FORECASTS 1996,ip_96_988,https://ec.europa.eu/commission/presscorner/detail/en/ip_96_988
1997-02-25,European Commission and World Bank co-operation in Africa moves into a higher gear,ip_97_153,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_153
1997-02-19,Industrial regions in Emilia-Romagna and Tuscany to receive aid of ECU 173.101 million,ip_97_134,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_134
1997-03-12,Social Protection in the European Union: modernisation and improvement,ip_97_208,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_208
1997-03-11,Commissioner Bjerregaard welcomes Consultative Forum on the Environment's  recommentadions on scenarios for a sustainable Europe in the year 2020,ip_97_200,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_200
1997-04-23,The Economic Situation in the European Union,ip_97_331,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_331
1997-04-21,Country report on Portugal,ip_97_327,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_327
1997-04-09,Commission Supports Industrial Conversion in Limburg and Turnhout (B),ip_97_276,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_276
1997-04-09,COMMISSION SUPPORTS RECONVERSION IN 8 ITALIAN REGIONS IN INDUSTRIAL DECLINE,ip_97_278,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_278
1997-05-21,President Santer nominates the members of the second Competitiveness Advisory Group (CAG II),ip_97_425,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_425
1997-06-17,Commission reassures Russia of the benefits of WTO membership,ip_97_524,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_524
1997-07-23,"Commission adopts a Communication on the Social and Labour Market Dimension of the Information Society ""People First - The Next Steps""",ip_97_681,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_681
1997-07-16,"Commission publishes its communication ""Agenda 2000: For a stronger and wider Europe""",ip_97_660,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_660
1997-07-15,Commission proposes deepening relations with Turkey,ip_97_652,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_652
1997-10-01,"Employment in Europe: Countdown to the Jobs Summit, 20-21 November 1997",ip_97_835,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_835
1997-11-25,Employment growth through the very small enterprises - Fifth Annual Report of the European Observatory for SMEs,ip_97_1031,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1031
1997-11-18,Building a sustainable Europe: Commission adopts a communication on Environment and Employment,ip_97_1003,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1003
1997-11-12,Community Policies in support of Employment,ip_97_981,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_981
1997-11-12,"A Europe-wide market for defence products is vital if the industry is to survive, says the Commission.",ip_97_983,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_983
1997-12-16,The Commission presents report on environmental indicators and green national accounting,ip_97_1124,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1124
1997-12-11,European Commission report: Enlargement will further increase the Black Sea region's significance to the EU,ip_97_1103,https://ec.europa.eu/commission/presscorner/detail/en/ip_97_1103
1998-01-14,Commission approves new proposal for Fifth Framework Programme for research and development,ip_98_34,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_34
1998-01-13,JAPAN-EU SUMMIT: JOINT PRESS STATEMENT,ip_98_24,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_24
1998-03-25,Commission recommends 11 Member States for EMU,ip_98_273,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_273
1998-03-24,Promoting research in aerospace at European level,ip_98_272,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_272
1998-03-16,Declaration by President SANTER and Mr de SILGUY,ip_98_255,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_255
1998-06-11,"Europartenariat the Netherlands 1998Apeldoorn, 11-12 June 1998",ip_98_525,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_525
1998-06-02,"Hans van den Broek's visit to Armenia, Georgia and Azerbaijan",ip_98_489,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_489
1998-07-15,European Commission clears most of suspended budget lines and seeks long-term solution on legal bases,ip_98_657,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_657
1998-09-30,Commission calls for EU-wide action Now to promote entrepreneurship and improve the competitive position of European businesses,ip_98_848,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_848
1998-09-03,The situation in Russia,ip_98_787,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_787
1998-10-28,"TransEuropean Transport Network making progress, but extra efforts needed",ip_98_942,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_942
1998-10-22,Report of the High Level Group on Tourism and Employment,ip_98_921,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_921
1998-10-14,Employment Rates Report 1998  Employment Performance in the European Union,ip_98_888,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_888
1998-11-18,The Commission presents for the first time a strategy on sustainable development of European forests,ip_98_1001,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1001
1998-12-09,Commission adopts new policy on Korea,ip_98_1090,https://ec.europa.eu/commission/presscorner/detail/en/ip_98_1090
1999-01-29,European Forum on spatial development to be held in Brussels on 2 and 3 February 1999,ip_99_57,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_57
1999-01-20,The 1999 Annual Economic Report,ip_99_30,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_30
1999-04-30,"Industry Council endorses Action Plan on ""Promoting Entrepreneurship and Competitiveness""",ip_99_282,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_282
1999-04-21,European Commission adopts employment paper for Cologne Summit,ip_99_237,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_237
1999-06-17,First EU-Latin America/Caribbean Summit,ip_99_401,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_401
1999-06-08,Joint Assessment of Bulgaria's Economic Policy Priorities,ip_99_378,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_378
1999-07-27,Programme for economic regeneration and social development in Bosnia Herzegovina - 14.6 million Euro,ip_99_569,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_569
1999-07-14,Commission adopts a Communication on Modernising Social Protection,ip_99_496,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_496
1999-07-08,Commission sets out Millennium Round priorities,ip_99_475,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_475
1999-09-08,Commission approves two tax aid schemes in Portugal,ip_99_663,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_663
1999-10-20,Commission speeds up removal of barriers hindering development of EU risk capital,ip_99_771,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_771
1999-10-13,"Commission approves LEADER+, the Community Initiative for Rural Development",ip_99_742,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_742
1999-10-06,Internal Market: Commission outlines new strategy,ip_99_728,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_728
1999-11-22,Internet chat about the EU agenda - launching the World Trade Organisation Millennium Round of trade negotiations,ip_99_865,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_865
1999-11-17,EU-Canada cooperation in higher education and training  Support for six new projects,ip_99_851,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_851
1999-11-09,European Commission  Government of the Czech Republic  -  Joint Assessment of Economic Policy Priorities of the Czech Republic,ip_99_824,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_824
1999-12-21,US-EU Statement on the WTO,ip_99_1009,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_1009
1999-12-17,Successful Summit serves to further cement EU-Canada relations,ip_99_998,https://ec.europa.eu/commission/presscorner/detail/en/ip_99_998
2000-01-21,New TACIS Regulation enters into force,ip_00_66,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_66
2000-01-11,EU-Japan Ministerial Meeting,ip_00_15,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_15
2000-02-29,Commission signs joint assessment of medium-term economic policy priorities for the Slovak Republic,ip_00_198,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_198
2000-02-10,Commission signs joint assessment of economic priorities for Poland,ip_00_140,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_140
2000-02-09,Commission unveils its five-year Strategic Objectives,ip_00_133,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_133
2000-03-28,Commission and Estonia sign joint assessment of medium-term economic policy priorities,ip_00_300,https://ec.europa.eu/commission/presscorner/detail/en/ip_00_300
