Published Date,title,ip_id,Link
2005-01-26,"“Release Europe's enormous
untapped potential” says President Barroso in presenting the European
Commission's strategic objectives for the next 5 years",ip_05_96,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_96
2005-01-25,"EU tables revised requests in services
negotiations under the Doha Development Agenda of the WTO",ip_05_92,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_92
2005-01-13,"Belgium and Luxembourg: Commission takes
legal action to improve implementation of environmental laws",ip_05_35,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_35
2005-01-13,"EU car industry: Commission announces
initiatives to boost competitiveness",ip_05_31,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_31
2005-02-15,"EU Trade Commissioner: fair and open global
trade is a vital part of the Lisbon Strategy",ip_05_176,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_176
2005-02-09,"The European Commission sets a positive
agenda for the 2005 review of the Sustainable Development Strategy",ip_05_156,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_156
2005-02-09,"Commissioner Ferrero-Waldner announces
€250 million support to the Palestinians in 2005",ip_05_157,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_157
2005-02-02,"Commission assesses the updated convergence
programmes of Denmark, Estonia, Malta, Poland and
Slovakia",ip_05_127,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_127
2005-02-02,"Commission launches ambitious Growth and
Jobs strategy for the EU",ip_05_130,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_130
2005-02-02,"Commission assesses the updated stability
programmes of Belgium, Finland, France, Germany, Ireland and Italy",ip_05_129,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_129
2005-02-01,"Danuta HÜBNER, European Commissioner
for Regional Policy, visits the United Kingdom",ip_05_121,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_121
2005-03-21,"Commissioner Borg: Boulogne shows the
importance of the Common Fisheries Policy",ip_05_350,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_350
2005-03-11,"European Commission welcomes launch of the
Commission for Africa report",ip_05_285,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_285
2005-03-09,"OPEN DAYS - European Week of Regions and
Cities 2005: Working together for Regional Growth and Jobs",ip_05_273,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_273
2005-03-04,"Commissioner Hübner welcomes the
contribution of the regions to the growth and jobs agenda",ip_05_259,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_259
2005-03-03,"European research infrastructures: a means
to boost knowledge and fuel growth",ip_05_251,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_251
2005-04-27,"Budget proposal gears EU towards economic
leadership",ip_05_489,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_489
2005-04-26,"The future of EU car industry: Stakeholders
have their say",ip_05_480,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_480
2005-04-12,"Commission tables 3-year blueprint for
growth and jobs",ip_05_414,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_414
2005-04-11,"European Commission adopts first package of
financial support programmes for the Western Balkans",ip_05_408,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_408
2005-04-06,"New proposals for growth and jobs under the
next Financial Framework 2007-13",ip_05_389,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_389
2005-05-25,"Commission paves the way for renewal of EU
Sustainable Development Strategy",ip_05_604,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_604
2005-05-18,"Commission recommends taking the Netherlands
out of the excessive deficit procedure",ip_05_568,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_568
2005-06-21,"Competition: 2004 Annual Report on
Competition Policy",ip_05_768,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_768
2005-06-21,"Tomorrow's Rural Development policy:
broader, simpler, responding better to citizens'
concerns",ip_05_766,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_766
2005-06-13,"Looking small, thinking big – keeping
Europe at the forefront of nanotechnology",ip_05_717,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_717
2005-06-08,"“Tell us where to cut red-tape”,
Commission asks business in online consultation",ip_05_693,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_693
2005-07-07,"European Commission opens state of the art
Hydrogen and Fuel Cell Test Facilities",ip_05_869,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_869
2005-09-16,"High-ranking officials responsible for ERDF
discuss “Regional competitiveness and employment” objective in
Italy",ip_05_1154,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1154
2005-09-15,"EU and China link up to promote the
knowledge-based bio-economy",ip_05_1148,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1148
2005-09-05,"Joint Statement of the
8<sup>th</sup> EU-China Summit",ip_05_1091,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1091
2005-10-26,"Minerva: 27 projects to get the best out of
the new educational technologies",ip_05_1349,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1349
2005-10-20,"Erasmus Networks now cover nine tenths of
Europe's universities",ip_05_1313,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1313
2005-10-18,"European Commission organises first Forum on
Fossil Fuels in Berlin on 19-20 October 2005",ip_05_1301,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1301
2005-10-17,"Danuta Hübner in Slovakia: Regions can
show the way to growth and jobs",ip_05_1293,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1293
2005-10-11,"New European Enterprise Awards: the search
is on for the most enterprising place in Europe",ip_05_1243,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1243
2005-10-05,"European Commission proposes comprehensive
EU strategy for support to Palestinians",ip_05_1224,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1224
2005-11-14,"Launch of “European Enterprise
Awards” to recognise excellence in promoting
entrepreneurship",ip_05_1414,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1414
2005-11-04,"New Member States must speed up practical
preparations for successful changeover to the euro, report
shows",ip_05_1371,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1371
2005-12-21,"Commission proposes European strategy for
the sustainable use of natural resources",ip_05_1674,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1674
2005-12-20,"Recovery in the euro area is gaining
momentum",ip_05_1627,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1627
2005-12-13,"Sustainable Development Strategy :
Commission presents new platform for action",ip_05_1582,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1582
2005-12-06,"Danuta Hübner in Bristol: Making cities
full partner in cohesion policy",ip_05_1533,https://ec.europa.eu/commission/presscorner/detail/en/ip_05_1533
2006-01-11,"Commission assesses stability/convergence
programmes of Finland, Czech Republic, Denmark, Slovakia and Sweden; recommends
Hungary submits a revised update programme",ip_06_18,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_18
2006-02-27,"Commissioner Ferrero-Waldner to visit
Kaliningrad 28<sup>th</sup> February 2006",ip_06_233,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_233
2006-02-22,"Commission assesses convergence programmes
of Cyprus, Lithuania, Malta and the United Kingdom",ip_06_199,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_199
2006-02-22,"Commission assesses stability programmes of
France, Greece, Ireland, Netherlands, Portugal and Spain",ip_06_198,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_198
2006-02-01,"Commission assesses convergence programmes
of Estonia, Latvia and Slovenia",ip_06_101,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_101
2006-03-22,"Launch of “European Alliance for
Corporate Social Responsibility”",ip_06_358,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_358
2006-03-21,"Innovation financing and start-ups: 22
champion regions present results of European cooperation",ip_06_343,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_343
2006-04-20,"European Enterprise Awards' to reward
entrepreneurship across the continent",ip_06_509,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_509
2006-04-05,"Energy Commissioner, Andris Piebalgs, visits
India to boost bilateral energy cooperation",ip_06_458,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_458
2006-05-02,"EU emergency oil stocks at comfortable
levels and largely unaffected by last year's releases",ip_06_553,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_553
2006-06-26,"Commissioner Piebalgs welcomes agreement to
accelerate Nabucco gas pipeline project",ip_06_842,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_842
2006-06-23,"Danuta Hübner in Kujawsko-Pomorskie:
""Polish regions to benefit most from new Cohesion policy through hard work and
sound management""",ip_06_833,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_833
2006-06-23,"Joe Borg visits the
Azores",ip_06_835,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_835
2006-06-21,"Commission recommends abrogation of
excessive deficit procedure against Cyprus",ip_06_813,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_813
2006-06-12,"President Barroso, Commissioner Hübner
open “Innovating through EU regional policy"" conference",ip_06_773,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_773
2006-06-12,"Regional policy in 2005: remarkable
progress, but stark disparities remain in the modern infrastructure needed to
generate growth and jobs",ip_06_772,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_772
2006-06-08,"State aid: debt write-off for Slovak alcohol
producer declared illegal subsidy",ip_06_754,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_754
2006-06-07,"Further steps forward in the EU-OPEC Energy
Dialogue",ip_06_749,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_749
2006-06-07,"Oceans and seas: Commission sets a new
vision for Integrated Maritime Policy",ip_06_739,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_739
2006-06-02,"High Level Group proposes urgent actions to
promote a competitive and sustainable European energy system",ip_06_729,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_729
2006-07-22,"EU concludes most important Fisheries
Partnership Agreement with Mauritania",ip_06_1052,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1052
2006-07-13,"Commission adopts key proposals to help
European regions make the most of new Cohesion policy",ip_06_983,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_983
2006-07-11,"President Barroso calls on G8 to lay the
foundations for a stable energy future and makes new aid proposal for
Africa",ip_06_970,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_970
2006-08-29,"President Barroso addresses MEDEF on the
quest for growth and employment in the EU",ip_06_1136,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1136
2006-09-21,"Danuta Hübner in Scotland: ""Time for
action to help new Cohesion policy deliver more jobs and
growth""",ip_06_1231,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1231
2006-09-20,"Commission sees the United Kingdom as just
on track to correct its excessive deficit by end of the 2006/2007 financial
year",ip_06_1217,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1217
2006-09-15,"""Cohesion policy 2007-2013: a real
opportunity for mountain areas"", Danuta Hübner tells Mountain Convention in
Portugal",ip_06_1193,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1193
2006-09-13,"Danuta Hübner in Lower Saxony, Germany:
""Innovative regions to benefit most from new Cohesion policy for jobs and
growth""",ip_06_1187,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1187
2006-09-12,"Rural Development: Commission finalises
annual funding for Member States for 2007-2013",ip_06_1177,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1177
2006-09-12,"Boosting innovations – EU and China to
enhance cooperation",ip_06_1178,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1178
2006-09-08,"Sixth Summit of the Asia-Europe Meeting in
Helsinki on 10-11 September 2006",ip_06_1160,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1160
2006-10-31,"Danuta Hübner agrees with Chinese
National Development and Reform Commission an ambitious roadmap for cooperation
in regional policy",ip_06_1502,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1502
2006-10-30,"Ministers and experts share ideas to tackle
Europe's ageing challenge",ip_06_1490,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1490
2006-10-24,"EU-China relations: Commission sets out its
strategy",ip_06_1454,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1454
2006-10-23,"European Enterprise Awards: 51 nominees
compete for the title of most entrepreneurial region in Europe",ip_06_1446,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1446
2006-10-13,"Cohesion policy 2007-2013 to boost
competitiveness, Danuta Hübner tells Warsaw Lisbon Strategy
Forum",ip_06_1398,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1398
2006-10-12,"Ageing costs: cut deficits and reform
pensions now to leave a sustainable legacy for our children tomorrow",ip_06_1356,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1356
2006-10-09,"Fossil Fuels Forum meets for the second time
to discuss security of supply",ip_06_1340,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1340
2006-10-06,"Commission supports stabilisation of
Timor-Leste",ip_06_1330,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1330
2006-10-06,"Commissioner Ferrero-Waldner to visit
Singapore on 10<sup>th</sup> October",ip_06_1335,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1335
2006-10-05,"Danuta Hübner visits
Ukraine",ip_06_1322,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1322
2006-11-29,"Commission recommends
abrogation of excessive deficit procedure concerning France",ip_06_1646,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1646
2006-11-27,"The European Commission signs agreement with
India on employment and social affairs",ip_06_1630,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1630
2006-11-17,"Danuta Hübner in Leeds: Innovation and
competitiveness crucial tools of Cohesion policy 2007-2013",ip_06_1575,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1575
2006-11-15,"Danuta Hübner in Graz: ""Innovation and knowledge society"" at the heart of European Regional Policy's programmes",ip_06_1563,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1563
2006-12-19,"Restructuring of Czech and Polish steel
companies almost completed",ip_06_1831,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1831
2006-12-18,"Euro area on a broad-based and
self-sustaining recovery",ip_06_1822,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1822
2006-12-14,"Budget 2007: New framework, new programmes,
new financial rules to boost growth in EU-27",ip_06_1810,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1810
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Cyprus",ip_06_1737,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1737
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Poland",ip_06_1738,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1738
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Luxembourg",ip_06_1750,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1750
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Italy",ip_06_1743,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1743
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Germany",ip_06_1742,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1742
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in the Czech Republic",ip_06_1745,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1745
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Ireland",ip_06_1748,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1748
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in the Netherlands",ip_06_1732,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1732
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Greece",ip_06_1739,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1739
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Lithuania",ip_06_1735,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1735
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Latvia",ip_06_1734,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1734
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in France",ip_06_1751,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1751
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Malta",ip_06_1733,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1733
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Belgium",ip_06_1744,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1744
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Estonia",ip_06_1740,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1740
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Hungary",ip_06_1736,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1736
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Finland",ip_06_1731,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1731
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in the United Kingdom",ip_06_1749,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1749
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Portugal",ip_06_1730,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1730
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Denmark",ip_06_1741,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1741
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Slovakia",ip_06_1727,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1727
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Slovenia",ip_06_1728,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1728
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Austria",ip_06_1747,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1747
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Sweden",ip_06_1729,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1729
2006-12-12,"Commission assesses progress with reform to
boost growth and jobs in Spain",ip_06_1746,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1746
2006-12-08,"Europe sees progress on Corporate Social
Responsibility",ip_06_1711,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1711
2006-12-07,"Finnish project wins 2006 Grand Prize in
European Enterprise Awards",ip_06_1702,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1702
2006-12-07,"State aid : Commission authorises aid
scheme by French Agence de l'innovation industrielle for
BioHub R&amp;D programme",ip_06_1707,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1707
2006-12-05,"Regular two-yearly Convergence Report shows
uneven progress towards the enlargement of the euro area",ip_06_1681,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1681
2006-12-04,"Danuta Hübner in Lower Silesia:
""Innovation to boost competitiveness of Polish regions""",ip_06_1677,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1677
2006-12-01,"The European Enterprise Awards: European
Regions at their Entrepreneurial Best",ip_06_1665,https://ec.europa.eu/commission/presscorner/detail/en/ip_06_1665
2007-01-11,"Cohesion policy 2007-2013 can put Silesia in
the fast lane, Danuta Hübner tells Urban Policy Conference in
Katowice",ip_07_30,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_30
2007-01-10,"Commission proposes an integrated energy and
climate change package to cut emissions for the 21<sup>st</sup>
Century",ip_07_29,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_29
2007-01-05,"President Barroso to meet President Bush at
the White House on 8 January",ip_07_7,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_7
2007-02-26,"Danuta Hübner welcomes prompt
submission of Romanian plan and priorities for Cohesion policy investment
2007-2013",ip_07_249,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_249
2007-02-21,"A vision for the single market of the 21st
century",ip_07_214,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_214
2007-02-19,"Shared approach is improving social cohesion
in Europe",ip_07_203,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_203
2007-02-16,"Economic growth in the European Union
continues at a brisk pace",ip_07_197,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_197
2007-02-13,"Commission assesses stability programmes of
Greece and Portugal",ip_07_174,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_174
2007-02-07,"Commission assesses convergence programmes
of Malta and Hungary",ip_07_150,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_150
2007-02-07,"Commission plans legislative framework to
ensure the EU meets its target for cutting CO<sub>2</sub>
emissions from cars",ip_07_155,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_155
2007-03-30,"ICT drives 50% of EU growth, says
Commission's annual report on the digital economy",ip_07_453,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_453
2007-03-30,"Vice-President Verheugen visits China to
launch partnership agreement",ip_07_452,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_452
2007-03-28,"Commission launches debate on further use of
market-based instruments to support environment and energy related policy
purposes",ip_07_430,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_430
2007-03-07,"Commission assesses convergence programmes
of Bulgaria, Latvia and Romania",ip_07_293,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_293
2007-04-30,"EU and US to sign up to transatlantic
economic integration plan at Washington Summit on 30 April",ip_07_587,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_587
2007-04-20,"EU to start negotiations for Association
Agreement with the Andean Community; aid package for the region of €713
million",ip_07_534,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_534
2007-04-17,"EU-Central America: Commissioner
Ferrero-Waldner to announce €840 million aid programme during visit to
Guatemala",ip_07_505,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_505
2007-04-16,"Ferrero-Waldner visits Colombia and
announces a €160&#160;million aid package",ip_07_500,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_500
2007-04-11,"EU puts emphasis on innovation in the field
of biotechnology",ip_07_484,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_484
2007-04-02,"Danuta Hübner: Cohesion policy
2007-2013 already on fast track to deliver growth and jobs",ip_07_457,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_457
2007-05-30,"Commission recommends to the Council to find
that the Czech Republic has taken inadequate action to control its public
deficit",ip_07_717,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_717
2007-05-29,"EU increases aid to Mongolia between 2007
and 2010 to €14 million",ip_07_714,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_714
2007-05-16,"Commission proposes that Malta adopts the
euro in 2008",ip_07_673,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_673
2007-05-16,"Commission proposes that Cyprus adopts the
euro in 2008",ip_07_674,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_674
2007-05-16,"Commission recommends abrogation of
excessive deficit procedure for Germany, Greece and Malta",ip_07_672,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_672
2007-05-16,"EU – Russia Summit – Samara,
Russia, 17-18 May 2007",ip_07_682,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_682
2007-05-08,"""Strong regions - building bridges for
Europe"": Danuta Hübner and Michael Glos launch in Hof the new Cohesion
Policy programmes",ip_07_638,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_638
2007-05-08,"European Commission announces approval of
Germany's first Structural Fund programmes",ip_07_636,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_636
2007-05-08,"Cohesion policy 2007-2013: Austrian regions
first to have programmes approved by the Commission",ip_07_631,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_631
2007-05-08,"Cohesion policy 2007-2013: Germany has its
plan and priorities agreed with the Commission",ip_07_637,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_637
2007-05-08,"Danuta Hübner at ""Europe Day"" kick off
event in Regensburg, Bavaria",ip_07_623,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_623
2007-05-08,"Cohesion policy 2007-2013: Commission
approves the national strategy and priorities for Cyprus",ip_07_632,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_632
2007-05-08,"Cohesion policy 2007-2013: Spain has its
plan and priorities agreed with the Commission",ip_07_634,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_634
2007-05-08,"Cohesion policy 2007-2013: Commission
approves the national strategy and priorities for Hungary",ip_07_635,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_635
2007-05-04,"Commissioner Ferrero-Waldner visits Yemen
and announces a minimum of €60 million for assistance during
2007-2010",ip_07_611,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_611
2007-05-03,Innovation must do more for the environment,ip_07_602,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_602
2007-05-02,"Europe to take another step towards a new EU
maritime policy in Bremen",ip_07_594,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_594
2007-06-29,"EU and Central America start negotiations
for new Association Agreement",ip_07_981,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_981
2007-06-27,Flexicurity: getting more people into good jobs,ip_07_919,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_919
2007-06-27,"Cohesion policy 2007-2013: Commission agrees
plan and priorities with Romania",ip_07_946,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_946
